Dependent Variable,Variable,Coefficient,Std. Error,p-value,Significance
creativity,is_music,0.03506125483725927,0.014552535899232593,0.016069597770972204,**
creativity,is_education,-0.004695740805093802,0.02596469787977228,0.856502080673768,
creativity,is_veterinary,0.05188821761774145,0.025790239777345673,0.04435511571790372,**
creativity,hometown_Iowa,0.004455490447347448,0.004494533104923463,0.3216473172077883,
leader,Intercept,0.01373712543327518,0.023378656776442953,0.5568692331055685,
leader,is_agriculture_x_gender[T.Female],0.017928291285147273,0.03059029566868735,0.5578865304760074,
leader,is_agriculture_x_gender[T.Male],-0.023343676131034954,0.03000396103192458,0.4366453554883014,
leader,is_home_economics_x_gender[T.Female],0.018620759553782056,0.023844178926441587,0.43492898621324005,
leader,is_home_economics_x_gender[T.Male],-0.03421350359368983,0.03810189433646317,0.3693168790112934,
leader,is_science_x_gender[T.Female],0.008883543022562784,0.01878614652644027,0.6363500463423651,
leader,is_science_x_gender[T.Male],-0.02275418245620041,0.027299716693755558,0.4046607088533869,
leader,is_engineering_x_gender[T.Female],0.05598257811700349,0.04456870083604812,0.20922139752536623,
leader,is_engineering_x_gender[T.Male],-0.04533946539862397,0.034197980752932254,0.18505287518004762,
leader,is_music_x_gender[T.Female],0.00032960661330641046,0.018088775979856128,0.9854638019989602,
leader,is_education_x_gender[T.Female],-0.010648118297389195,0.05982384799737736,0.8587471304098813,
leader,is_education_x_gender[T.Male],0.00012589180981727004,0.040358145059317195,0.9975114079317279,
leader,is_veterinary_x_gender[T.Female],-0.0016642248515393908,0.05970302662101587,0.9777644679500775,
leader,is_veterinary_x_gender[T.Male],-0.01784189508188207,0.0396484103670774,0.6527550795032693,
leader,gender[T.Male],0.043321916595811916,0.04612454883857378,0.347717181040902,
leader,is_agriculture,-0.005415384845887956,0.01914253808243213,0.7772830653022891,
leader,is_home_economics,-0.015592744039908048,0.02010122455866069,0.43800727631999836,
leader,is_science,-0.01387063943363762,0.01482362626550985,0.3495297329903182,
leader,is_engineering,0.01064311271837964,0.025130588609010976,0.6719651029626992,
leader,is_music,0.000329606613306414,0.018088775979856093,0.9854638019989601,
leader,is_education,-0.010522226487571909,0.0322740728202988,0.7444363792033635,
leader,is_veterinary,-0.01950611993342142,0.03205722171238763,0.5429364633018627,
leader,hometown_Iowa,0.0074332193516855605,0.005586696575219913,0.1834916196375739,
achievement,Intercept,0.010340995996646726,0.02711302890807127,0.7029428370405344,
achievement,is_agriculture_x_gender[T.Female],0.03750210909984028,0.03547661350703825,0.29059087779174964,
achievement,is_agriculture_x_gender[T.Male],-0.021631108477815887,0.034796621148693224,0.5342437920805676,
achievement,is_home_economics_x_gender[T.Female],0.02489576731047082,0.027652910888073576,0.36806714811464625,
achievement,is_home_economics_x_gender[T.Male],-0.03565505770428215,0.04418807173035463,0.4198197432465737,
achievement,is_science_x_gender[T.Female],0.006316543730199086,0.021786937492314508,0.7719035598330424,
achievement,is_science_x_gender[T.Male],-0.0010608592515980748,0.03166041637797498,0.9732731372598257,
achievement,is_engineering_x_gender[T.Female],0.047417242876555694,0.05168784869542059,0.359050923767226,
achievement,is_engineering_x_gender[T.Male],-0.024134407193463527,0.039660569450944795,0.5429061086622182,
achievement,is_music_x_gender[T.Female],0.02737158708811019,0.020978172986723862,0.19211643665543965,
achievement,is_education_x_gender[T.Female],-0.008381544726035875,0.0693797652985494,0.9038557016603275,
achievement,is_education_x_gender[T.Male],-0.0003328676086244882,0.04680472296303959,0.9943263004835161,
achievement,is_veterinary_x_gender[T.Female],-0.011350889089465611,0.06923964461063618,0.8697971575251108,
achievement,is_veterinary_x_gender[T.Male],0.00560582111823534,0.045981619334299534,0.902978533075426,
achievement,gender[T.Male],0.03017176964974666,0.05349221890678145,0.5727871642929848,
achievement,is_agriculture,0.01587100062202399,0.02220025698507238,0.47474961669922333,
achievement,is_home_economics,-0.0107592903938117,0.02331207852350881,0.6444643552576141,
achievement,is_science,0.005255684478600925,0.01719146704203268,0.7598522985357443,
achievement,is_engineering,0.023282835683092286,0.029144804252378035,0.4244579979049533,
achievement,is_music,0.027371587088110147,0.02097817298672382,0.1921164366554394,
achievement,is_education,-0.008714412334660386,0.03742934753375923,0.815921652251874,
achievement,is_veterinary,-0.005745067971230183,0.037177857877455825,0.8772073320211276,
achievement,hometown_Iowa,0.006754961064049102,0.0064790833448219445,0.2972634959047507,
honesty,Intercept,0.0538787900016207,0.023694351073406915,0.023072431010842342,**
honesty,is_agriculture_x_gender[T.Female],0.0003042056801019575,0.03100337251811425,0.9921722031596301,
honesty,is_agriculture_x_gender[T.Male],0.007086664048927008,0.030409120296406016,0.8157500224552919,
honesty,is_home_economics_x_gender[T.Female],-0.04291528370412134,0.024166159413808626,0.07590434531246895,*
honesty,is_home_economics_x_gender[T.Male],0.06043108072716544,0.0386164042529467,0.11775603758505414,
honesty,is_science_x_gender[T.Female],-0.002958856318655582,0.019039825742360936,0.8765181932783799,
honesty,is_science_x_gender[T.Male],0.003789257841215282,0.027668359124814072,0.8910813285898773,
honesty,is_engineering_x_gender[T.Female],-0.04537518927723963,0.04517053544149948,0.3152391138663785,
honesty,is_engineering_x_gender[T.Male],0.0299790417210911,0.03465977407128331,0.38716434003745503,
honesty,is_music_x_gender[T.Female],-0.029619829879830965,0.018333038234548765,0.10632019694569937,
honesty,is_education_x_gender[T.Female],-0.049683042676068365,0.06063168087741866,0.41263804320233266,
honesty,is_education_x_gender[T.Male],0.03859474851874871,0.04090312231584242,0.3455010674495178,
honesty,is_veterinary_x_gender[T.Female],-0.044226286564031325,0.060509227986473874,0.46492119830520584,
honesty,is_veterinary_x_gender[T.Male],0.027681236294674793,0.04018380370281367,0.49098433231428407,
honesty,gender[T.Male],-0.039166779612126244,0.046747392877802156,0.40221699871596106,
honesty,is_agriculture,0.007390869729028918,0.019401029840954737,0.7032772364486471,
honesty,is_home_economics,0.01751579702304442,0.02037266196483175,0.39001457580944876,
honesty,is_science,0.0008304015225596879,0.015023797486512678,0.9559267211301685,
honesty,is_engineering,-0.015396147556148671,0.02546994016282678,0.5455881060790133,
honesty,is_music,-0.029619829879830896,0.01833303823454873,0.10632019694569955,
honesty,is_education,-0.011088294157319904,0.03270988659807899,0.7346519998927639,
honesty,is_veterinary,-0.016545050269356674,0.032490107235618695,0.6106423127788413,
honesty,hometown_Iowa,0.006892546831767172,0.005662136677041424,0.22362558514560407,
royalty,Intercept,-0.009570205046965442,0.01700348604316324,0.5736056626386121,
royalty,is_agriculture_x_gender[T.Female],-0.011207232552626012,0.022248569301161595,0.6145054279032327,
royalty,is_agriculture_x_gender[T.Male],0.02976603083433848,0.021822123380501827,0.17270492780232885,
royalty,is_home_economics_x_gender[T.Female],-0.009017421899517718,0.017342064065672257,0.6031367599158475,
royalty,is_home_economics_x_gender[T.Male],0.0362570761153417,0.02771181572847848,0.19089447900077247,
royalty,is_science_x_gender[T.Female],-0.0004145005596408076,0.013663316217081129,0.9758013857612594,
royalty,is_science_x_gender[T.Male],0.02499946504656913,0.019855304614947573,0.20814110009451317,
royalty,is_engineering_x_gender[T.Female],-0.010848288768342188,0.032415176366816234,0.73790988785877,
royalty,is_engineering_x_gender[T.Male],0.02793882360683036,0.024872467823847368,0.2614462138304558,
royalty,is_music_x_gender[T.Female],0.0034908962547196814,0.013156112981705145,0.7907705917892233,
royalty,is_education_x_gender[T.Female],-0.008542195941028624,0.04351036820458824,0.844374460913216,
royalty,is_education_x_gender[T.Male],0.023326637952203348,0.02935280511648226,0.42687893881016636,
royalty,is_veterinary_x_gender[T.Female],-0.00977258011282913,0.04342249384096148,0.8219561365188864,
royalty,is_veterinary_x_gender[T.Male],0.02578740629580448,0.02883660933803154,0.37128608425244225,
royalty,gender[T.Male],-0.022557037355692103,0.0335467571949708,0.501399622493753,
royalty,is_agriculture,0.01855879828171275,0.013922522676466554,0.1826752393057213,
royalty,is_home_economics,0.027239654215824253,0.01461978309968929,0.06257352135812509,*
royalty,is_science,0.02458496448692831,0.010781343202259649,0.02268867289890566,**
royalty,is_engineering,0.017090534838488238,0.018277680225852983,0.3498707848323943,
royalty,is_music,0.0034908962547196658,0.01315611298170512,0.7907705917892236,
royalty,is_education,0.014784442011174511,0.023473194033497416,0.528865704251039,
royalty,is_veterinary,0.016014826182975332,0.02331547646990636,0.49223744481892284,
royalty,hometown_Iowa,0.0033279589768191783,0.00406324957641954,0.41285762424847394,
justice,Intercept,0.030649431704513615,0.02691649160175403,0.2549645898184101,
justice,is_agriculture_x_gender[T.Female],0.028568072450999016,0.03521945013073043,0.4173748601615146,
justice,is_agriculture_x_gender[T.Male],0.008093729069727447,0.03454438691058234,0.8147754911677599,
justice,is_home_economics_x_gender[T.Female],-0.0034969849235281965,0.027452460077645874,0.8986492826144779,
justice,is_home_economics_x_gender[T.Male],0.015210285917148693,0.043867760612822077,0.7288287629867194,
justice,is_science_x_gender[T.Female],-0.008923639621641367,0.02162900803256437,0.6799585682144559,
justice,is_science_x_gender[T.Male],0.02145544270103579,0.03143091590523521,0.49492118260102314,
justice,is_engineering_x_gender[T.Female],-0.03580865697936341,0.05131317308885614,0.4853515319348981,
justice,is_engineering_x_gender[T.Male],0.038430000786373215,0.039373077355785484,0.3291537400674789,
justice,is_music_x_gender[T.Female],-0.0010476796699926717,0.02082610611052766,0.9598832869399532,
justice,is_education_x_gender[T.Female],-0.027779990630168755,0.06887684427740742,0.6867478544982825,
justice,is_education_x_gender[T.Male],0.0223726680879836,0.04646544422714956,0.6302183427613957,
justice,is_veterinary_x_gender[T.Female],-0.03487804143781502,0.06873773929831285,0.6119224655680996,
justice,is_veterinary_x_gender[T.Male],0.03656876970327622,0.04564830712360154,0.4231659032415699,
justice,gender[T.Male],-0.020477751096432642,0.053104463755982295,0.6998228147793822,
justice,is_agriculture,0.0366618015207263,0.0220393314491542,0.09636792643354528,*
justice,is_home_economics,0.011713300993620439,0.023143093599943057,0.6128221727454879,
justice,is_science,0.012531803079394284,0.017066849293291345,0.4628619695110404,
justice,is_engineering,0.002621343807009723,0.028933538984291355,0.9278200657605744,
justice,is_music,-0.001047679669992651,0.02082610611052762,0.9598832869399538,
justice,is_education,-0.005407322542185332,0.03715802915149959,0.8843125218553483,
justice,is_veterinary,0.0016907282654612145,0.03690836249696349,0.9634670089024131,
justice,hometown_Iowa,0.0025378814678398546,0.006432117674099073,0.6932049950355066,
trust,Intercept,0.05218197424547704,0.0239457775405086,0.029430152410736387,**
trust,is_agriculture_x_gender[T.Female],-0.00020408896318307654,0.03133235677247586,0.9948034929476652,
trust,is_agriculture_x_gender[T.Male],-0.008554292449483183,0.030731798797290412,0.7807688154322008,
trust,is_home_economics_x_gender[T.Female],0.007162044840076038,0.024422592352866805,0.7693564250578512,
trust,is_home_economics_x_gender[T.Male],-0.024312619884038066,0.039026172220991445,0.5333640010648326,
trust,is_science_x_gender[T.Female],0.011918827238231814,0.01924186191992084,0.535706058532551,
trust,is_science_x_gender[T.Male],-0.02440888360410956,0.027961954748669762,0.382800402270455,
trust,is_engineering_x_gender[T.Female],-0.03126363258196034,0.04564985087444645,0.49350989229276165,
trust,is_engineering_x_gender[T.Male],0.004936545484485634,0.035027557283336154,0.8879362948149235,
trust,is_music_x_gender[T.Female],-0.02199971511271175,0.018527574519601367,0.23520319244765642,
trust,is_education_x_gender[T.Female],-0.02672445172877616,0.06127505824910602,0.6627807986241139,
trust,is_education_x_gender[T.Male],-0.004141816221882537,0.04133715520011257,0.9201983533303276,
trust,is_veterinary_x_gender[T.Female],0.12854617952365843,0.061151305981037074,0.03566380671636616,**
trust,is_veterinary_x_gender[T.Male],-0.07497808435556513,0.04061020372400038,0.06499181318156912,*
trust,gender[T.Male],-0.0020249629501196374,0.04724344072486354,0.9658153866174146,
trust,is_agriculture,-0.008758381412666503,0.019606898842217252,0.6551386884126733,
trust,is_home_economics,-0.017150575043962165,0.020588841188622493,0.4049379368777666,
trust,is_science,-0.012490056365877694,0.015183218620806774,0.4108165311021095,
trust,is_engineering,-0.026327087097474923,0.025740207833487662,0.3065206848230343,
trust,is_music,-0.021999715112711683,0.01852757451960133,0.2352031924476568,
trust,is_education,-0.030866267950658652,0.033056979084434605,0.3505513855508269,
trust,is_veterinary,0.053568095168093154,0.032834867590215394,0.10294823360981988,
trust,hometown_Iowa,0.005408745433957472,0.005722218973304569,0.3446567044379111,
sympathy,Intercept,0.009056969871973908,0.010115705862351207,0.3707098013306418,
sympathy,is_agriculture_x_gender[T.Female],-0.006064886504395486,0.013236108309635692,0.6468508555826021,
sympathy,is_agriculture_x_gender[T.Male],0.0009622487372295584,0.01298240730452161,0.9409224378207043,
sympathy,is_home_economics_x_gender[T.Female],0.002193808648347166,0.01031713253911993,0.8316304930277914,
sympathy,is_home_economics_x_gender[T.Male],-0.005506016921573478,0.016486300286268595,0.7384316948625438,
sympathy,is_science_x_gender[T.Female],0.004842102549488449,0.008128573611636481,0.5514474218540419,
sympathy,is_science_x_gender[T.Male],-0.003876161012605251,0.011812308416188107,0.7428341771729531,
sympathy,is_engineering_x_gender[T.Female],-0.006295818337249242,0.01928442136927529,0.744100150087779,
sympathy,is_engineering_x_gender[T.Male],0.00036883520314347565,0.014797116775827212,0.9801162447170672,
sympathy,is_music_x_gender[T.Female],-0.005759641669079659,0.007826828503105674,0.46188353764031265,
sympathy,is_education_x_gender[T.Female],-0.004969114108839153,0.02588516764167802,0.847786206465576,
sympathy,is_education_x_gender[T.Male],-0.0022845732536768727,0.017462556915653155,0.8959247793798267,
sympathy,is_veterinary_x_gender[T.Female],-0.004625475178258665,0.025832889466894736,0.8579128610979381,
sympathy,is_veterinary_x_gender[T.Male],-0.0029718511148377953,0.01715546196765604,0.8624869320177276,
sympathy,gender[T.Male],-0.0013792259181875481,0.01995762089953808,0.9449104742595116,
sympathy,is_agriculture,-0.0051026377671658995,0.008282780595669541,0.5379261218293221,
sympathy,is_home_economics,-0.003312208273226318,0.008697594436365209,0.7033763247731044,
sympathy,is_science,0.0009659415368831956,0.006414031590831897,0.8803072162729363,
sympathy,is_engineering,-0.005926983134105816,0.01087374886193899,0.5857616814007054,
sympathy,is_music,-0.005759641669079649,0.007826828503105659,0.46188353764031265,
sympathy,is_education,-0.007253687362516006,0.013964661475299664,0.6035147303762128,
sympathy,is_veterinary,-0.007597326293096461,0.01387083221707792,0.5839429294075367,
sympathy,hometown_Iowa,0.0031658315993812,0.00241730651326701,0.19045728100437545,
dominant_personality,Intercept,0.025218760822993444,0.012928249599553725,0.051229621474940944,*
dominant_personality,is_agriculture_x_gender[T.Female],-0.04852189571846351,0.01691624037731004,0.0041674112594447185,***
dominant_personality,is_agriculture_x_gender[T.Male],0.07371468585836363,0.016592001024920432,9.343938695000194e-06,***
dominant_personality,is_home_economics_x_gender[T.Female],-0.025766404265444357,0.01318568040949519,0.05082013602962164,*
dominant_personality,is_home_economics_x_gender[T.Male],0.039086286771169744,0.021070107017181917,0.06372849435782395,*
dominant_personality,is_science_x_gender[T.Female],-0.04216102397465842,0.010388620425461492,5.123001573086558e-05,***
dominant_personality,is_science_x_gender[T.Male],0.07423510844391609,0.015096570978774369,9.455925501929131e-07,***
dominant_personality,is_engineering_x_gender[T.Female],-0.047556902465723645,0.02464621018419077,0.0537937000723057,*
dominant_personality,is_engineering_x_gender[T.Male],0.07272952697509831,0.018911267452291613,0.00012373939416096351,***
dominant_personality,is_music_x_gender[T.Female],-0.0020578011557519566,0.010002978915950067,0.8370305716396681,
dominant_personality,is_education_x_gender[T.Female],-0.04285974585920302,0.03308221025320736,0.19527264481465192,
dominant_personality,is_education_x_gender[T.Male],0.06333521376205783,0.022317799422402664,0.004585247741580131,***
dominant_personality,is_veterinary_x_gender[T.Female],-0.04551515868826594,0.033015396794868,0.16816434416410841,
dominant_personality,is_veterinary_x_gender[T.Male],0.06864603942018326,0.02192532061840293,0.001766788800186527,***
dominant_personality,gender[T.Male],-0.11117167249318373,0.02550658430696273,1.3727350496063682e-05,***
dominant_personality,is_agriculture,0.025192790139900872,0.01058570270589767,0.017407070842698324,**
dominant_personality,is_home_economics,0.013319882505725796,0.011115850274721565,0.23094447576109617,
dominant_personality,is_science,0.032074084469257566,0.00819737173797417,9.417568010825977e-05,***
dominant_personality,is_engineering,0.025172624509374634,0.013897056842391783,0.07022799717505358,*
dominant_personality,is_music,-0.0020578011557519644,0.010002978915950048,0.8370305716396671,
dominant_personality,is_education,0.020475467902854348,0.017847358511863982,0.2514075741713432,
dominant_personality,is_veterinary,0.02313088073191736,0.017727441218247684,0.1921023197679454,
dominant_personality,hometown_Iowa,-0.002834482866644921,0.003089407935283618,0.3589947949699074,
politeness,Intercept,0.08996101940612676,0.021982857099459352,4.432816367461183e-05,***
politeness,is_agriculture_x_gender[T.Female],-0.035998153632440424,0.02876393219445172,0.21089093028333253,
politeness,is_agriculture_x_gender[T.Male],0.013673595451504324,0.0282126040896905,0.6279664293230385,
politeness,is_home_economics_x_gender[T.Female],-0.023144883897165004,0.02242058570798936,0.3020486160238655,
politeness,is_home_economics_x_gender[T.Male],-0.0022244983242846956,0.03582705826201055,0.9504971773355557,
politeness,is_science_x_gender[T.Female],-0.002667752053837921,0.017664538150727525,0.8799721173676867,
politeness,is_science_x_gender[T.Male],-0.010374153431104725,0.02566981399629676,0.6861523965048976,
politeness,is_engineering_x_gender[T.Female],-0.05340956063031651,0.04190777044875493,0.202643881687957,
politeness,is_engineering_x_gender[T.Male],0.018271164835725773,0.03215622399398398,0.56996021557434,
politeness,is_music_x_gender[T.Female],-0.03298503778211309,0.01700880342578053,0.05260014125773789,*
politeness,is_education_x_gender[T.Female],-0.052613790787009854,0.056252124073751665,0.34973091785368915,
politeness,is_education_x_gender[T.Male],0.016679625149111994,0.03794860175765865,0.6603215140736496,
politeness,is_veterinary_x_gender[T.Female],-0.05138509964338323,0.05613851621866775,0.36012553102291267,
politeness,is_veterinary_x_gender[T.Male],0.014222242861858877,0.037281241076194814,0.7028819878023345,
politeness,gender[T.Male],-0.053619743900896966,0.043370728078658806,0.2164815303509901,
politeness,is_agriculture,-0.022324558180935938,0.01799965169988221,0.21501202462584174,
politeness,is_home_economics,-0.025369382221449598,0.01890110074426667,0.17967129733979004,
politeness,is_science,-0.013041905484942662,0.013938596259253332,0.34955193725029365,
politeness,is_engineering,-0.03513839579459107,0.023630191567457666,0.13716221532919648,
politeness,is_music,-0.032985037782113015,0.017008803425780497,0.05260014125773803,*
politeness,is_education,-0.03593416563789792,0.030347181089593805,0.2365071690400811,
politeness,is_veterinary,-0.037162856781524416,0.03014327686350182,0.21776143402952575,
politeness,hometown_Iowa,-0.0014130629812191882,0.00525314835858521,0.7879611906434008,
attractive,Intercept,0.04593107814466206,0.018916674447030993,0.015263126756003184,**
attractive,is_agriculture_x_gender[T.Female],-0.036169905896860345,0.024751920948087272,0.14408422502437276,
attractive,is_agriculture_x_gender[T.Male],0.025117457664135447,0.024277492432081358,0.30097608370219686,
attractive,is_home_economics_x_gender[T.Female],-0.0037176134097106034,0.019293348395565083,0.8472213565212356,
attractive,is_home_economics_x_gender[T.Male],-0.007196755068588133,0.030829877775711584,0.815446926548111,
attractive,is_science_x_gender[T.Female],-0.030960806884324524,0.015200677325182158,0.04179537141364941,**
attractive,is_science_x_gender[T.Male],0.03765481433090798,0.02208937229072594,0.08840686947504531,*
attractive,is_engineering_x_gender[T.Female],-0.038241543155048414,0.03606244842484556,0.28907349455668074,
attractive,is_engineering_x_gender[T.Male],0.02861509418805277,0.027671053766480696,0.30120127108979877,
attractive,is_music_x_gender[T.Female],-0.023718783396868677,0.014636404889651438,0.10526852047087255,
attractive,is_education_x_gender[T.Female],-0.032988227206702345,0.04840604263780278,0.4956370493986646,
attractive,is_education_x_gender[T.Male],0.018108462291363134,0.03265550705814814,0.5792754016275398,
attractive,is_veterinary_x_gender[T.Female],-0.03580630294383552,0.04830828087737625,0.4586528397293328,
attractive,is_veterinary_x_gender[T.Male],0.02374461376562656,0.03208123026178436,0.4592979151601262,
attractive,gender[T.Male],-0.04389417117519384,0.03732135180985516,0.2396831327380954,
attractive,is_agriculture,-0.011052448232724577,0.01548904902697993,0.4755756413612843,
attractive,is_home_economics,-0.010914368478298657,0.016264763395046643,0.5022667499447151,
attractive,is_science,0.006694007446583404,0.011994432138276695,0.5768406946628977,
attractive,is_engineering,-0.009626448966995847,0.020334237673480908,0.6359695010953544,
attractive,is_music,-0.023718783396868642,0.01463640488965141,0.10526852047087248,
attractive,is_education,-0.014879764915339322,0.026114337297450742,0.5688793562846943,
attractive,is_veterinary,-0.012061689178208946,0.025938873760299755,0.6419767589720919,
attractive,hometown_Iowa,0.0019369139773824826,0.00452043594113868,0.668346213175226,
neatness,Intercept,0.017032911326074325,0.013361064314934465,0.2025156746571669,
neatness,is_agriculture_x_gender[T.Female],-0.011264233744919343,0.01748256590404417,0.519443556162687,
neatness,is_agriculture_x_gender[T.Male],0.004460599798537203,0.017147471597011316,0.7947878490145577,
neatness,is_home_economics_x_gender[T.Female],-0.004970872170429728,0.013627113448793412,0.715313962951404,
neatness,is_home_economics_x_gender[T.Male],-0.0011408475659056931,0.021775496582989655,0.9582218743247732,
neatness,is_science_x_gender[T.Female],-0.0013404598655023968,0.010736412890173795,0.9006529239170462,
neatness,is_science_x_gender[T.Male],-0.004740127154679775,0.015601977222758774,0.7612984584638836,
neatness,is_engineering_x_gender[T.Female],-0.010947282863374975,0.025471321299500034,0.667393729880218,
neatness,is_engineering_x_gender[T.Male],0.003309219852835061,0.019544382923711284,0.8655627341779002,
neatness,is_music_x_gender[T.Female],-0.009120180209419659,0.010337860791421894,0.37776381924633606,
neatness,is_education_x_gender[T.Female],-0.012404477463690911,0.03418974358976994,0.716781379887411,
neatness,is_education_x_gender[T.Male],0.006223609053466778,0.02306495950239254,0.7873179667300576,
neatness,is_veterinary_x_gender[T.Female],-0.009776682157916647,0.03412069333612957,0.7744988128541984,
